supersense_category	text
noun.artifact	French fatigues
verb.motion	flapping
noun.body	belly
noun.person	Finn
noun.group	Metro Holografix
noun.artifact	costume
noun.group	clumps
noun.object	surf
noun.body	gums
noun.artifact	shorts
noun.attribute	gray
noun.object	tide
noun.person	Case
noun.person	Linda
noun.person	AI
noun.person	Rio
noun.location	Wintermute
noun.act	handstand
noun.event	surf
verb.motion	flipped out
noun.location	Riviera
verb.communication	call up
noun.person	demon
noun.person	Case
noun.cognition	programs
noun.communication	formal names
verb.cognition	conceal
noun.communication	True names
noun.group	A Turing
verb.body	slitting
noun.location	land of the
noun.object	dead
noun.person	Marie - France
noun.person	lord
noun.person	Neuro
noun.person	Romancer
noun.person	Nec- romancer
verb.communication	call up
noun.group	dead
noun.act	dance
verb.contact	printing
noun.person	gull
noun.cognition	ghost
verb.motion	breaking up
verb.motion	sagging
verb.cognition	regarded
noun.person	Case
noun.body	vision
verb.body	wriggled
verb.weather	rising
noun.substance	asphalt
noun.person	Case
noun.communication	lyrics
noun.person	Case
noun.person	honey
noun.person	Linda
verb.motion	walked away
verb.stative	define
verb.perception	look back
noun.person	Linda Lee
noun.person	Neuromancer
verb.motion	dangled
verb.contact	catching
noun.location	fringe
noun.event	surf
noun.location	Maelcum
noun.attribute	impression
noun.artifact	screens
noun.communication	shift-
noun.artifact	moire
noun.quantity	degrees
verb.creation	generated
noun.communication	graphics
noun.cognition	program
noun.artifact	chainlink
noun.animal	gulls
verb.contact	frozen
verb.motion	tilted
noun.substance	quicksilver
noun.substance	mercury
verb.motion	skittering
verb.stative	striking
verb.stative	fragmenting
verb.motion	flowing
verb.motion	sliding
noun.person	mon
noun.person	jack
noun.person	Mute
noun.artifact	Screen
noun.person	Mute
noun.artifact	phones
noun.person	Maelcum
verb.contact	overlayed
noun.artifact	medicine
noun.person	Maelcum
noun.communication	derm
noun.artifact	monitor
noun.substance	betaphenethylamine
noun.artifact	derms
verb.weather	burning
noun.artifact	Overdose
noun.person	man-
noun.person	mon
noun.body	armpits
verb.motion	lifting
noun.artifact	service cart
verb.body	crying
noun.artifact	betaphenethylamine
noun.artifact	gallery
noun.location	Ashpool
noun.artifact	transit
noun.person	Case
noun.attribute	momentum
noun.act	overdose
verb.motion	giving up
noun.event	shower
noun.act	crying
verb.motion	coasted
noun.artifact	stop
noun.quantity	meters
noun.location	start
noun.person	mon
noun.person	Maelcum
noun.artifact	extinguisher
verb.change	exploded
noun.artifact	compartment
noun.object	gouts
verb.contact	squirting
noun.artifact	louvers
noun.artifact	service points
noun.person	Braun
verb.motion	hobbled
noun.body	limb
noun.person	mon
noun.person	Maelcum
verb.contact	slinging
noun.artifact	shock cords
noun.artifact	trodes
noun.person	Case
noun.person	Zionite
noun.location	Riviera
noun.artifact	holos
noun.artifact	torture scenes
noun.person	Molly
noun.artifact	triptych
noun.person	Maelcum
noun.person	Case
verb.contact	forcing
verb.competition	catch up with
noun.person	Maelcum
verb.body	glowering
noun.artifact	Remington
noun.person	mon
verb.possession	Got
noun.person	Molly
noun.location	Riviera
noun.artifact	holos
noun.person	Molly
noun.person	fletcher
noun.person	Maelcum
verb.communication	nod-
noun.person	ninja
noun.person	bodyguard
noun.person	Maelcum
noun.communication	frown
noun.person	Babylon
noun.person	warrior
noun.person	Babylon
verb.competition	fightin
verb.communication	Jah
noun.person	Case
noun.person	warrior
noun.person	Maelcum
noun.person	mon
verb.competition	kill
noun.person	Maelcum
noun.person	Case
noun.person	Maelcum
noun.object	ness
verb.contact	lapped
noun.person	Case
noun.person	Maelcum
noun.artifact	arrow
verb.contact	pierced
noun.person	The Remington
noun.quantity	meter
noun.event	muzzle
noun.phenomenon	flash
noun.attribute	blue
noun.artifact	arrow
noun.artifact	shotgun
noun.substance	tiles
noun.person	Maelcum
verb.stative	protruded
verb.contact	yanked
noun.person	Hideo
noun.artifact	arrow
noun.artifact	bow
noun.person	Maelcum
noun.body	artery
noun.person	ninja
noun.person	Case
noun.person	Molly
noun.person	lover
noun.person	Hideo
verb.perception	radiated
noun.attribute	calm
noun.artifact	workpants
verb.contact	split
noun.body	toes
noun.artifact	tabi socks
noun.artifact	bamboo bow
noun.artifact	museum piece
noun.artifact	quiver
verb.stative	protruded
noun.group	Chiba
noun.artifact	weapons shops
noun.body	thumb
noun.person	mon
noun.person	Maelcum
noun.person	ninja
noun.person	dif- ficult
noun.artifact	projectile
noun.phenomenon	gravity
verb.creation	intended
noun.person	Case
noun.person	Maelcum
noun.artifact	arrow
noun.artifact	ninja
noun.artifact	bow
noun.person	Molly
noun.location	Hello
noun.person	Case
noun.person	Riviera
verb.motion	strolling
noun.artifact	dark
noun.person	Hideo
noun.person	Molly
noun.artifact	fletcher
noun.person	Armitage
noun.person	Rasta
noun.group	cluster
noun.person	Armitage
noun.person	Armitage
noun.person	Wintermute
noun.location	orbit
noun.artifact	spindle
noun.person	Riviera
verb.motion	glancing
noun.person	Case
noun.person	Maelcum
noun.person	Molly
noun.person	ninja
noun.artifact	string
verb.motion	ering
noun.artifact	bow
noun.artifact	Remington
noun.act	dance
noun.act	dance
noun.attribute	humility
verb.change	ends
noun.person	Riviera
noun.person	Peter
noun.person	Case
noun.motive	impulse
noun.person	The derms
verb.emotion	raged
noun.body	system
verb.contact	grip
noun.person	Night City
noun.state	craziness
verb.social	dealing
verb.motion	narrowed
noun.person	Case
noun.person	Case
noun.person	Riviera
noun.artifact	rig
verb.emotion	missed
noun.state	hurry
noun.person	Hideo
noun.person	Case
noun.person	ninja
noun.person	Molly
noun.substance	kinks
noun.person	ninja
noun.person	So
noun.person	Case
noun.person	Riviera
verb.motion	raising
noun.artifact	pepperbox
noun.artifact	fletcher
noun.person	Molly
noun.artifact	bathchair
noun.artifact	wheels
verb.perception	squeaking
noun.person	Molly
verb.contact	dled
noun.artifact	blanket
noun.attribute	patch
noun.substance	micropore
verb.motion	bobbed
noun.person	Peter
noun.act	show
noun.person	Maelcum
noun.person	Case
noun.person	Hideo
noun.artifact	arrow
verb.communication	bandage
noun.person	Mr. Malcolm
noun.state	wound
noun.person	Case
noun.person	Molly
noun.person	ninja
noun.person	Maelcum
verb.stative	pausing
noun.artifact	bow
noun.artifact	shotgun
noun.artifact	bolt cutters
noun.body	artery
noun.person	Maelcum
verb.contact	sheened
noun.person	Case
noun.event	snap
noun.person	Hideo
noun.artifact	arrow
noun.person	Maelcum
verb.body	groaned
noun.person	Riviera
verb.emotion	amuse
noun.person	con artist
noun.communication	pitch
verb.body	wind up
verb.communication	offer
noun.act	favors
verb.body	threw back
noun.person	Pe- ter
noun.person	ghosts
noun.person	Case
noun.person	Wintermute
noun.person	Neuromancer
verb.body	raised
noun.body	eyebrows
noun.person	Peter
noun.person	Neuromancer
noun.artifact	ROM
verb.cognition	recording
noun.artifact	constructs
verb.stative	goes on
noun.artifact	bathchair
verb.stative	needs
noun.artifact	bunker
verb.change	falling apart
noun.location	Morocco
noun.person	Marie - France
noun.person	Ashpool
verb.stative	camping
noun.artifact	blockhouse
verb.change	mulated
noun.person	Hideo
verb.motion	straightened
noun.artifact	cutters
noun.artifact	workpants
noun.artifact	arrow
noun.person	Maelcum
verb.contact	clapped
noun.body	bicep
verb.contact	bandage
noun.person	Hideo
noun.person	Case
noun.person	Riviera
verb.communication	level
noun.artifact	fletcher
noun.artifact	darts
noun.animal	gnats
noun.person	Hideo
verb.motion	pivot
noun.act	dance
noun.artifact	arrow
verb.contact	flicked
verb.body	blurring
noun.person	Riviera
noun.person	fletcher
noun.quantity	meter
noun.person	Riviera
noun.body	red needles
verb.contact	stabbed
noun.location	Riviera
noun.body	sternum
noun.person	ninja
verb.communication	grunted
noun.person	Peter
noun.person	Peter
verb.social	blinded
noun.person	clone
noun.person	Molly
noun.person	Hideo
noun.person	Frozen
noun.artifact	tile Case
noun.event	whisps
verb.motion	drift
noun.person	Riviera
noun.person	Hideo
noun.act	dance
verb.motion	retracing
noun.artifact	bow
noun.artifact	arrow
noun.location	Remington
noun.person	Riviera
noun.body	smile
verb.motion	bowing
noun.person	Case
noun.artifact	bow
noun.artifact	arrow
noun.person	Riviera
noun.person	Peter
noun.person	Zen
verb.perception	practices
noun.person	ninja
verb.contact	notched
noun.communication	arrow
verb.emotion	distract
noun.artifact	holograms
noun.person	Riviera
verb.motion	backing away
noun.location	dark
verb.contact	brushed against
noun.artifact	tile
noun.person	Hideo
noun.artifact	arrow
verb.motion	twitched
noun.person	Riviera
verb.motion	broke
noun.person	ninja
verb.contact	suffused
noun.feeling	ecstasy
verb.motion	padded off
noun.person	Jane
noun.person	Maelcum
noun.person	Case
verb.contact	scoop
noun.artifact	shotgun
verb.contact	spattering
noun.artifact	ceramic
noun.body	locks
noun.shape	crook
noun.person	Babylon doctor
noun.person	Remington
noun.person	Molly
verb.contact	freed
noun.shape	folds
noun.artifact	blanket
verb.motion	raising
noun.artifact	sphere
verb.contact	encased
noun.person	Case
noun.substance	tiles
noun.person	Hideo'll
noun.person	3Jane
verb.emotion	loved
verb.contact	blindfold
noun.artifact	arrows
noun.artifact	pips
noun.artifact	playing cards
noun.quantity	meters
noun.person	Peter
noun.person	Molly
verb.change	freeze up
noun.person	Wo
noun.person	Case
verb.creation	poisoned
noun.substance	shit
noun.state	Condition
noun.person	Parkinson
noun.act	scan
verb.motion	sprang away
noun.person	Molly
noun.body	substantia nigra
noun.communication	Signs
noun.act	formation
verb.body	sweats
noun.person	Ali
noun.person	Molly
verb.perception	glittering
noun.artifact	blanket
noun.artifact	meperidine
noun.person	Ali
noun.artifact	custom batch
verb.change	Speeded up
noun.substance	N
noun.substance	methyl-4
verb.communication	reciting
noun.act	game
noun.substance	tetra
noun.substance	hydro
noun.substance	pyridene
noun.person	hotshot
noun.person	Case
noun.person	Molly
noun.person	hotshot
verb.motion	crowded
noun.person	Case
noun.body	pelvis
noun.body	pelvis
noun.artifact	Remington
verb.contact	ground
verb.contact	injuring
noun.quantity	meter
noun.person	pas- senger
noun.person	Maelcum
verb.contact	had
noun.person	Molly
verb.contact	bandaged
noun.state	wound
verb.stative	hurt
noun.body	hip
noun.person	Case
noun.body	kidneys
noun.attribute	gravity
noun.location	axis
noun.artifact	cores
noun.attribute	pirate
noun.artifact	decor
verb.contact	craning
verb.perception	clear
noun.artifact	Victorian
noun.act	awkwardnesses
noun.person	Molly
noun.person	Maelcum
noun.artifact	chip
noun.person	Case
noun.time	PM
noun.person	Greenwich
noun.person	Case
verb.motion	flipped
noun.act	somersault
noun.body	folds
verb.change	billowing
noun.body	thighs
noun.location	axis
noun.location	Villa Straylight
noun.person	Molly
verb.contact	fished
noun.artifact	loop
noun.substance	nylon
verb.communication	craning forward
noun.person	Hideo
verb.contact	search
noun.artifact	original
noun.person	Wintermute
verb.contact	stuck
noun.artifact	drawer
noun.person	Molly
verb.change	inserting
noun.person	Chubb
noun.artifact	opening
noun.artifact	face
noun.person	kid
noun.person	Case
noun.artifact	Zircons
verb.motion	jacking in
noun.artifact	crutch
noun.person	Flatline
verb.communication	drawled
noun.person	Kuang
verb.motion	trot
verb.motion	flipped
noun.person	Molly
noun.act	crouch
noun.artifact	cyberspace deck
noun.body	thighs
noun.body	trodes
verb.change	hollowed
verb.contact	slick
noun.person	Molly
noun.artifact	fletcher
noun.body	leg
verb.perception	throbbed
noun.body	pulse
verb.motion	maneuver
noun.quantity	zero
noun.quantity	g.
noun.person	Maelcum
noun.artifact	fiberoptics
verb.contact	looped
noun.location	Ono- Sendai
noun.artifact	terminal
noun.group	Kuang Grade
noun.person	Mark Eleven
verb.contact	haulin
verb.contact	countin
verb.motion	punched
noun.substance	chrome shark
noun.quantity	nick
noun.attribute	ness
noun.person	Case
noun.artifact	reproduction
noun.artifact	keyboard
noun.act	kick ass--
noun.substance	milky jade
noun.Tops	cyberspace
noun.person	Tessier
noun.object	Ashpool
verb.contact	peeling away
noun.cognition	program
noun.act	thrust
noun.attribute	fluidity
noun.object	shards
verb.change	elongated
verb.motion	fell--
noun.person	Case
noun.person	Kuang
verb.motion	banked
noun.person	Tessier
noun.location	Ashpool
noun.substance	cores
noun.artifact	cityscape
noun.animal	jewel
noun.substance	shit
noun.group	RCA Building
noun.group	RCA Building
noun.group	Kuang pro- gram
verb.motion	dived
noun.location	Manhattan sky-
noun.artifact	scraper
noun.person	Case
verb.social	cracked
noun.person	Al
noun.location	altitude
noun.substance	rainbow neon
noun.group	Dix--
noun.body	shadow
verb.contact	uncoiling
noun.group	Company
noun.person	Case
noun.artifact	representation
verb.motion	swerved
verb.contact	whipping
verb.change	shattering
verb.change	spreading
verb.change	blotting out
noun.person	Case
noun.object	bowl
noun.object	cores
noun.artifact	defense system
noun.person	pal Wintermute
verb.cognition	Take
noun.person	Case
noun.location	Flatline
verb.contact	aligned
noun.person	Kuang
noun.process	sting
noun.animal	dove
noun.person	Case
noun.cognition	input
verb.motion	warped
noun.animal	eggs
verb.perception	vibrating
noun.time	frequency
noun.person	sud- denly
verb.creation	sprouting
